DATAFLOW,LAST UPDATE,freq,nrg_prc,nrg_cons,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2023,0.0483,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,France,2024,0.0413,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2017,0.0202,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2018,0.0212,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2019,0.0214,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2022,0.0278,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2023,0.0286,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Ireland,2024,0.0273,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2017,0.0318,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2018,0.0318,d,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2019,0.0347,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2022,0.0600,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2023,0.0522,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Italy,2024,0.0499,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2017,0.0270,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2018,0.0290,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2019,0.0290,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2022,0.0317,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2023,0.0596,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Netherlands,2024,0.0563,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2017,0.0177,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2018,0.0208,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2019,0.0200,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2022,0.0419,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2023,0.0243,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Norway,2024,0.0207,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2017,0.0261,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2018,0.0260,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2019,0.0265,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2022,0.0170,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2023,0.0575,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Poland,2024,0.0595,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2017,0.0195,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2018,0.0204,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2019,0.0215,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2022,0.0367,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2023,0.0274,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,Sweden,2024,0.0263,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2017,0.0267,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2018,0.0293,,
ESTAT:NRG_PC_205_C(1.0),22/10/25 23:00:00,Annual,Value added tax (VAT),Consumption from 20 MWh to 499 MWh - band IB,Euro,United Kingdom,2019,0.0321,,
